exposure,outcome,id.exposure,id.outcome,method,nsnp,b,se,pval,fdr,PRESSO_pval.x,egger_intercept,egger_pval,QE,QEp,I2,correct_causal_direction,steiger_pval,PRESSO_pval.y
METSIM_C100003101_alpha_CEHC_glucuronide,Bacterial pneumoniae,C100003101,J10_PNEUMOBACT,Inverse variance weighted (multiplicative random effects),19,0.0059251235744101,0.00988059776942455,0.548724464510846,0.600189797282501,,-0.00198261768035829,0.828171070215044,13.8359955786421,0.739718177183353,0,TRUE,4.41197047138104e-122,
METSIM_C100003101_alpha_CEHC_glucuronide,Bacterial pneumoniae,C100003101,J10_PNEUMOBACT,Contamination mixture,,-0.00710045000000001,0.0102040816326531,0.469169195342624,,,-0.00198261768035829,0.828171070215044,13.8359955786421,0.739718177183353,0,TRUE,4.41197047138104e-122,
METSIM_C100003101_alpha_CEHC_glucuronide,Bacterial pneumoniae,C100003101,J10_PNEUMOBACT,Weighted median,19,-0.00575292194586151,0.0157466553858048,0.714855780951566,,,-0.00198261768035829,0.828171070215044,13.8359955786421,0.739718177183353,0,TRUE,4.41197047138104e-122,
METSIM_C1094_thyroxine,Bacterial pneumoniae,C1094,J10_PNEUMOBACT,Inverse variance weighted (multiplicative random effects),21,0.0146112930187208,0.0278773588504057,0.600189797282501,0.600189797282501,,0.00312262359149286,0.709801119547408,26.2844151305821,0.156622670166316,23.9092827417343,TRUE,1.66530204870224e-100,
METSIM_C1094_thyroxine,Bacterial pneumoniae,C1094,J10_PNEUMOBACT,Contamination mixture,,0.1348292,0.0816326530612245,0.337865334023873,,,0.00312262359149286,0.709801119547408,26.2844151305821,0.156622670166316,23.9092827417343,TRUE,1.66530204870224e-100,
METSIM_C1094_thyroxine,Bacterial pneumoniae,C1094,J10_PNEUMOBACT,Weighted median,21,-0.0142161805444898,0.0345216342360662,0.680482378411781,,,0.00312262359149286,0.709801119547408,26.2844151305821,0.156622670166316,23.9092827417343,TRUE,1.66530204870224e-100,
METSIM_C2029_azelate_C9_DC,Bacterial pneumoniae,C2029,J10_PNEUMOBACT,Inverse variance weighted (multiplicative random effects),12,-0.0152981284168781,0.0257956333155805,0.55314696240511,0.600189797282501,,-0.00598307545462919,0.494422771276242,7.14676151212677,0.787076925749054,0,TRUE,5.09615326341066e-54,
METSIM_C2029_azelate_C9_DC,Bacterial pneumoniae,C2029,J10_PNEUMOBACT,Contamination mixture,,0.0107376923076923,0,0.736030878567284,,,-0.00598307545462919,0.494422771276242,7.14676151212677,0.787076925749054,0,TRUE,5.09615326341066e-54,
METSIM_C2029_azelate_C9_DC,Bacterial pneumoniae,C2029,J10_PNEUMOBACT,Contamination mixture,,0.0107376923076923,0.0510204081632653,0.736030878567284,,,-0.00598307545462919,0.494422771276242,7.14676151212677,0.787076925749054,0,TRUE,5.09615326341066e-54,
METSIM_C2029_azelate_C9_DC,Bacterial pneumoniae,C2029,J10_PNEUMOBACT,Weighted median,12,0.00698698705884422,0.0410392957017643,0.864812631356465,,,-0.00598307545462919,0.494422771276242,7.14676151212677,0.787076925749054,0,TRUE,5.09615326341066e-54,
METSIM_C376_isoleucine,Bacterial pneumoniae,C376,J10_PNEUMOBACT,Inverse variance weighted (multiplicative random effects),24,0.0227630721653443,0.0249571734745726,0.361723792611287,0.600189797282501,,0.00268268293319998,0.737881382336991,28.5668537600628,0.195102195350137,19.4871084047952,TRUE,8.64461541920409e-114,
METSIM_C376_isoleucine,Bacterial pneumoniae,C376,J10_PNEUMOBACT,Contamination mixture,,0.0513472222222223,0.0331632653061225,0.0792635732131511,,,0.00268268293319998,0.737881382336991,28.5668537600628,0.195102195350137,19.4871084047952,TRUE,8.64461541920409e-114,
METSIM_C376_isoleucine,Bacterial pneumoniae,C376,J10_PNEUMOBACT,Weighted median,24,0.0441971780140198,0.0320073393318746,0.16732658993227,,,0.00268268293319998,0.737881382336991,28.5668537600628,0.195102195350137,19.4871084047952,TRUE,8.64461541920409e-114,
METSIM_C504_serotonin,Bacterial pneumoniae,C504,J10_PNEUMOBACT,Inverse variance weighted (multiplicative random effects),19,0.0416773337356182,0.0205913071004415,0.0429675126595053,0.214837563297526,,0.00298504170062285,0.659796438887532,11.944065763979,0.850111812995984,0,TRUE,1.23392655078645e-89,0.868
METSIM_C504_serotonin,Bacterial pneumoniae,C504,J10_PNEUMOBACT,Contamination mixture,,0.06837,0.048469387755102,0.189838662641021,,,0.00298504170062285,0.659796438887532,11.944065763979,0.850111812995984,0,TRUE,1.23392655078645e-89,0.868
METSIM_C504_serotonin,Bacterial pneumoniae,C504,J10_PNEUMOBACT,MR-PRESSO (Outlier-corrected),,0.0416773337356182,0.0205913071004415,0.0580694118294547,,0.868,0.00298504170062285,0.659796438887532,11.944065763979,0.850111812995984,0,TRUE,1.23392655078645e-89,0.868
METSIM_C504_serotonin,Bacterial pneumoniae,C504,J10_PNEUMOBACT,Weighted median,19,0.0317775884122343,0.035157495832723,0.3660676169061,,,0.00298504170062285,0.659796438887532,11.944065763979,0.850111812995984,0,TRUE,1.23392655078645e-89,0.868
