exposure,outcome,id.exposure,id.outcome,method,nsnp,b,se,pval,fdr,PRESSO_pval.x,egger_intercept,egger_pval,QE,QEp,I2,correct_causal_direction,steiger_pval,PRESSO_pval.y
ACE2,Bacterial pneumoniae,Q9BYF1,J10_PNEUMOBACT,Inverse variance weighted (multiplicative random effects),19,0.101295194246177,0.0361517256828422,0.00507953269699768,0.151905484573728,,-0.00272686291596216,0.665645487523279,14.024533391426,0.727490571886501,0,TRUE,6.5264346282555e-234,0.739
ACE2,Bacterial pneumoniae,Q9BYF1,J10_PNEUMOBACT,Contamination mixture,,0.104760097684087,0.086734693877551,0.0502981172238908,,,-0.00272686291596216,0.665645487523279,14.024533391426,0.727490571886501,0,TRUE,6.5264346282555e-234,0.739
ACE2,Bacterial pneumoniae,Q9BYF1,J10_PNEUMOBACT,MR-PRESSO (Outlier-corrected),,0.101295194246177,0.0361517256828422,0.0117874560671085,,0.739,-0.00272686291596216,0.665645487523279,14.024533391426,0.727490571886501,0,TRUE,6.5264346282555e-234,0.739
ACE2,Bacterial pneumoniae,Q9BYF1,J10_PNEUMOBACT,Weighted median,19,0.0709179895280164,0.0601778721781978,0.23860814330633,,,-0.00272686291596216,0.665645487523279,14.024533391426,0.727490571886501,0,TRUE,6.5264346282555e-234,0.739
ADAMTSL4,Bacterial pneumoniae,Q6UY14,J10_PNEUMOBACT,Inverse variance weighted (multiplicative random effects),14,-0.0622172727442922,0.0191949249265129,0.00118969310689095,0.0675074575781967,,-0.00601748503592147,0.447556921567696,5.84272730218049,0.951689809400882,0,TRUE,0,0.954
ADAMTSL4,Bacterial pneumoniae,Q6UY14,J10_PNEUMOBACT,Contamination mixture,,-0.0642442170288622,0.0306122448979592,0.0803943176530294,,,-0.00601748503592147,0.447556921567696,5.84272730218049,0.951689809400882,0,TRUE,0,0.954
ADAMTSL4,Bacterial pneumoniae,Q6UY14,J10_PNEUMOBACT,MR-PRESSO (Outlier-corrected),,-0.0622172727442922,0.0191949249265129,0.00643460306436733,,0.954,-0.00601748503592147,0.447556921567696,5.84272730218049,0.951689809400882,0,TRUE,0,0.954
ADAMTSL4,Bacterial pneumoniae,Q6UY14,J10_PNEUMOBACT,Weighted median,14,-0.0491361508860908,0.0385872439164831,0.202883908984234,,,-0.00601748503592147,0.447556921567696,5.84272730218049,0.951689809400882,0,TRUE,0,0.954
ADD1,Bacterial pneumoniae,P35611,J10_PNEUMOBACT,Inverse variance weighted (multiplicative random effects),5,0.0999261565012446,0.0463847985806183,0.0312176921356289,0.406380898212629,,0.00715631052842693,0.66834903363679,3.04884875337917,0.549684220833105,0,TRUE,1.58831844653079e-140,0.606
ADD1,Bacterial pneumoniae,P35611,J10_PNEUMOBACT,Contamination mixture,,0.0988386335088977,0.130102040816327,0.142594582871595,,,0.00715631052842693,0.66834903363679,3.04884875337917,0.549684220833105,0,TRUE,1.58831844653079e-140,0.606
ADD1,Bacterial pneumoniae,P35611,J10_PNEUMOBACT,MR-PRESSO (Outlier-corrected),,0.0999261565012446,0.0463847985806183,0.0975116059141099,,0.606,0.00715631052842693,0.66834903363679,3.04884875337917,0.549684220833105,0,TRUE,1.58831844653079e-140,0.606
ADD1,Bacterial pneumoniae,P35611,J10_PNEUMOBACT,Weighted median,5,0.0660632298834153,0.0613695480419025,0.281711629772971,,,0.00715631052842693,0.66834903363679,3.04884875337917,0.549684220833105,0,TRUE,1.58831844653079e-140,0.606
ADGRE2,Bacterial pneumoniae,Q9UHX3,J10_PNEUMOBACT,Inverse variance weighted (multiplicative random effects),30,0.0537112236340694,0.0253696728421548,0.0342477187066584,0.414122771207857,,-0.000304547345589233,0.944950364399828,32.4828546771952,0.299083884725763,10.7221323735453,TRUE,0,0.298
ADGRE2,Bacterial pneumoniae,Q9UHX3,J10_PNEUMOBACT,Contamination mixture,,0.071910917930145,0.0306122448979592,0.0166479320537729,,,-0.000304547345589233,0.944950364399828,32.4828546771952,0.299083884725763,10.7221323735453,TRUE,0,0.298
ADGRE2,Bacterial pneumoniae,Q9UHX3,J10_PNEUMOBACT,MR-PRESSO (Outlier-corrected),,0.0537112236340694,0.0253696728421548,0.0429457465141082,,0.298,-0.000304547345589233,0.944950364399828,32.4828546771952,0.299083884725763,10.7221323735453,TRUE,0,0.298
ADGRE2,Bacterial pneumoniae,Q9UHX3,J10_PNEUMOBACT,Weighted median,30,0.0526628557039022,0.0352464754911811,0.135141352960322,,,-0.000304547345589233,0.944950364399828,32.4828546771952,0.299083884725763,10.7221323735453,TRUE,0,0.298
AGR3,Bacterial pneumoniae,Q8TD06,J10_PNEUMOBACT,Inverse variance weighted (multiplicative random effects),8,-0.178325805911423,0.0843132068534437,0.0344265373684145,0.414122771207857,,-0.00212209675998097,0.938063711274516,11.4118045561052,0.121637742214473,38.660008015515,TRUE,1.83268164832864e-70,0.152
AGR3,Bacterial pneumoniae,Q8TD06,J10_PNEUMOBACT,Contamination mixture,,-0.250696976886057,0.193877551020408,0.187367952685104,,,-0.00212209675998097,0.938063711274516,11.4118045561052,0.121637742214473,38.660008015515,TRUE,1.83268164832864e-70,0.152
AGR3,Bacterial pneumoniae,Q8TD06,J10_PNEUMOBACT,MR-PRESSO (Outlier-corrected),,-0.178325805911423,0.0843132068534437,0.0722487271402713,,0.152,-0.00212209675998097,0.938063711274516,11.4118045561052,0.121637742214473,38.660008015515,TRUE,1.83268164832864e-70,0.152
AGR3,Bacterial pneumoniae,Q8TD06,J10_PNEUMOBACT,Weighted median,8,-0.112314376652374,0.096221746589152,0.243111341891535,,,-0.00212209675998097,0.938063711274516,11.4118045561052,0.121637742214473,38.660008015515,TRUE,1.83268164832864e-70,0.152
AHSA1,Bacterial pneumoniae,O95433,J10_PNEUMOBACT,Inverse variance weighted (multiplicative random effects),4,0.268919033106662,0.114054829861544,0.0183833533202342,0.324698957420564,,0.0228346087534534,0.344081424284859,2.98167736129492,0.394458802370509,0,TRUE,1.42344850857843e-22,0.426
AHSA1,Bacterial pneumoniae,O95433,J10_PNEUMOBACT,Contamination mixture,,0.394355134369366,0.183673469387755,0.0357827084696213,,,0.0228346087534534,0.344081424284859,2.98167736129492,0.394458802370509,0,TRUE,1.42344850857843e-22,0.426
AHSA1,Bacterial pneumoniae,O95433,J10_PNEUMOBACT,MR-PRESSO (Outlier-corrected),,0.268919033106662,0.114054829861544,0.0995979244106055,,0.426,0.0228346087534534,0.344081424284859,2.98167736129492,0.394458802370509,0,TRUE,1.42344850857843e-22,0.426
AHSA1,Bacterial pneumoniae,O95433,J10_PNEUMOBACT,Weighted median,4,0.327595354309644,0.139044082552207,0.0184702369738279,,,0.0228346087534534,0.344081424284859,2.98167736129492,0.394458802370509,0,TRUE,1.42344850857843e-22,0.426
ALDH1A1,Bacterial pneumoniae,P00352,J10_PNEUMOBACT,Inverse variance weighted (multiplicative random effects),6,-0.162456594389719,0.0689707073973603,0.0185006174942946,0.324698957420564,,0.0206946403035782,0.307789601680843,4.06792329480781,0.539678725659007,0,TRUE,4.4728747442244e-62,0.599
ALDH1A1,Bacterial pneumoniae,P00352,J10_PNEUMOBACT,Contamination mixture,,-0.230849671090719,0.086734693877551,0.0297783044054924,,,0.0206946403035782,0.307789601680843,4.06792329480781,0.539678725659007,0,TRUE,4.4728747442244e-62,0.599
ALDH1A1,Bacterial pneumoniae,P00352,J10_PNEUMOBACT,MR-PRESSO (Outlier-corrected),,-0.162456594389719,0.0689707073973603,0.0651183715394149,,0.599,0.0206946403035782,0.307789601680843,4.06792329480781,0.539678725659007,0,TRUE,4.4728747442244e-62,0.599
ALDH1A1,Bacterial pneumoniae,P00352,J10_PNEUMOBACT,Weighted median,6,-0.223866542414547,0.0934488289253676,0.0165929316164578,,,0.0206946403035782,0.307789601680843,4.06792329480781,0.539678725659007,0,TRUE,4.4728747442244e-62,0.599
AMPD3,Bacterial pneumoniae,Q01432,J10_PNEUMOBACT,Inverse variance weighted (multiplicative random effects),12,0.101278301560061,0.0394243525368372,0.0102013811424338,0.221329965374569,,-0.0194908877733246,0.0191037544859528,15.8020579185224,0.148639949652075,30.3888135537946,TRUE,5.74801915540883e-280,0.163
AMPD3,Bacterial pneumoniae,Q01432,J10_PNEUMOBACT,Contamination mixture,,0.133207183076634,0.0433673469387755,0.0299412871239012,,,-0.0194908877733246,0.0191037544859528,15.8020579185224,0.148639949652075,30.3888135537946,TRUE,5.74801915540883e-280,0.163
AMPD3,Bacterial pneumoniae,Q01432,J10_PNEUMOBACT,MR-PRESSO (Outlier-corrected),,0.101278301560061,0.0394243525368372,0.0261002180795879,,0.163,-0.0194908877733246,0.0191037544859528,15.8020579185224,0.148639949652075,30.3888135537946,TRUE,5.74801915540883e-280,0.163
AMPD3,Bacterial pneumoniae,Q01432,J10_PNEUMOBACT,Weighted median,12,0.133111944145946,0.0417838485991706,0.00144390665159316,,,-0.0194908877733246,0.0191037544859528,15.8020579185224,0.148639949652075,30.3888135537946,TRUE,5.74801915540883e-280,0.163
ANG,Bacterial pneumoniae,P03950,J10_PNEUMOBACT,Inverse variance weighted (multiplicative random effects),25,0.0634408314159113,0.0266383037245942,0.0172392838946196,0.315293679824736,,0.00391082265950917,0.3187813882613,23.398711467407,0.496374945343238,0,TRUE,0,0.402
ANG,Bacterial pneumoniae,P03950,J10_PNEUMOBACT,Contamination mixture,,0.146737560935475,0.0459183673469388,0.00998969245237805,,,0.00391082265950917,0.3187813882613,23.398711467407,0.496374945343238,0,TRUE,0,0.402
ANG,Bacterial pneumoniae,P03950,J10_PNEUMOBACT,MR-PRESSO (Outlier-corrected),,0.0634408314159113,0.0266383037245942,0.0255177288047071,,0.402,0.00391082265950917,0.3187813882613,23.398711467407,0.496374945343238,0,TRUE,0,0.402
ANG,Bacterial pneumoniae,P03950,J10_PNEUMOBACT,Weighted median,25,0.0208119305058749,0.0387313426479063,0.591032230107619,,,0.00391082265950917,0.3187813882613,23.398711467407,0.496374945343238,0,TRUE,0,0.402
ANXA2,Bacterial pneumoniae,P07355,J10_PNEUMOBACT,Inverse variance weighted (multiplicative random effects),24,0.0347542001446605,0.0127747721149544,0.00651765957207751,0.173778079915753,,0.00752352225966175,0.159460922860922,11.1348078989967,0.981770570658634,0,TRUE,0,0.986
ANXA2,Bacterial pneumoniae,P07355,J10_PNEUMOBACT,Contamination mixture,,0.0260172851057544,0.0178571428571429,0.124971207025704,,,0.00752352225966175,0.159460922860922,11.1348078989967,0.981770570658634,0,TRUE,0,0.986
ANXA2,Bacterial pneumoniae,P07355,J10_PNEUMOBACT,MR-PRESSO (Outlier-corrected),,0.0347542001446605,0.0127747721149544,0.0121964279933007,,0.986,0.00752352225966175,0.159460922860922,11.1348078989967,0.981770570658634,0,TRUE,0,0.986
ANXA2,Bacterial pneumoniae,P07355,J10_PNEUMOBACT,Weighted median,24,0.0210532377952908,0.0261633836486162,0.421002461098196,,,0.00752352225966175,0.159460922860922,11.1348078989967,0.981770570658634,0,TRUE,0,0.986
APOA2,Bacterial pneumoniae,P02652,J10_PNEUMOBACT,Inverse variance weighted (multiplicative random effects),25,-0.104797710314017,0.0389202107552748,0.00708909841200857,0.176987640765952,,0.0141558788175474,0.0660325199683785,27.5722912714021,0.278492102669861,12.9560914478924,TRUE,1.76837336008636e-277,0.22
APOA2,Bacterial pneumoniae,P02652,J10_PNEUMOBACT,Contamination mixture,,-0.077896034410407,0.0535714285714286,0.109560732402732,,,0.0141558788175474,0.0660325199683785,27.5722912714021,0.278492102669861,12.9560914478924,TRUE,1.76837336008636e-277,0.22
APOA2,Bacterial pneumoniae,P02652,J10_PNEUMOBACT,MR-PRESSO (Outlier-corrected),,-0.104797710314017,0.0389202107552748,0.012719711036797,,0.22,0.0141558788175474,0.0660325199683785,27.5722912714021,0.278492102669861,12.9560914478924,TRUE,1.76837336008636e-277,0.22
APOA2,Bacterial pneumoniae,P02652,J10_PNEUMOBACT,Weighted median,25,-0.100055876399194,0.0543124705584006,0.0654420153325418,,,0.0141558788175474,0.0660325199683785,27.5722912714021,0.278492102669861,12.9560914478924,TRUE,1.76837336008636e-277,0.22
APOBR,Bacterial pneumoniae,Q0VD83,J10_PNEUMOBACT,Inverse variance weighted (multiplicative random effects),36,-0.0304441416509545,0.0108905646228579,0.00518258577619795,0.152920830969681,,-0.00345369571145068,0.44252911521328,47.4570498595829,0.0778859891442878,26.2491029181989,TRUE,0,0.084
APOBR,Bacterial pneumoniae,Q0VD83,J10_PNEUMOBACT,Contamination mixture,,-0.0243571565843137,0.0102040816326531,0.0615415411637455,,,-0.00345369571145068,0.44252911521328,47.4570498595829,0.0778859891442878,26.2491029181989,TRUE,0,0.084
APOBR,Bacterial pneumoniae,Q0VD83,J10_PNEUMOBACT,MR-PRESSO (Outlier-corrected),,-0.0304441416509545,0.0108905646228579,0.00835739782432612,,0.084,-0.00345369571145068,0.44252911521328,47.4570498595829,0.0778859891442878,26.2491029181989,TRUE,0,0.084
APOBR,Bacterial pneumoniae,Q0VD83,J10_PNEUMOBACT,Weighted median,36,-0.0293552910553795,0.0135921248005528,0.0307937405808626,,,-0.00345369571145068,0.44252911521328,47.4570498595829,0.0778859891442878,26.2491029181989,TRUE,0,0.084
APOD,Bacterial pneumoniae,P05090,J10_PNEUMOBACT,Inverse variance weighted (multiplicative random effects),20,-0.0822198512959628,0.038303390677007,0.0318297315507826,0.407953134038982,,-0.0115130435946844,0.058230255768904,30.1261841229058,0.0502143459402767,36.9319395961809,TRUE,4.5261365944556e-292,0.093
APOD,Bacterial pneumoniae,P05090,J10_PNEUMOBACT,Contamination mixture,,-0.212227046826024,0.0892857142857143,0.0764825639849702,,,-0.0115130435946844,0.058230255768904,30.1261841229058,0.0502143459402767,36.9319395961809,TRUE,4.5261365944556e-292,0.093
APOD,Bacterial pneumoniae,P05090,J10_PNEUMOBACT,MR-PRESSO (Outlier-corrected),,-0.0822198512959628,0.038303390677007,0.044954146614913,,0.093,-0.0115130435946844,0.058230255768904,30.1261841229058,0.0502143459402767,36.9319395961809,TRUE,4.5261365944556e-292,0.093
APOD,Bacterial pneumoniae,P05090,J10_PNEUMOBACT,Weighted median,20,-0.0527415348720538,0.040975756240693,0.198045495778419,,,-0.0115130435946844,0.058230255768904,30.1261841229058,0.0502143459402767,36.9319395961809,TRUE,4.5261365944556e-292,0.093
APOE,Bacterial pneumoniae,P02649,J10_PNEUMOBACT,Inverse variance weighted (multiplicative random effects),33,0.0475116700482563,0.0164759929640654,0.00393044408724232,0.133816504077958,,-0.00139668955896493,0.749318967767982,39.7425346376594,0.163269470649179,19.4817333827588,TRUE,0,0.19
APOE,Bacterial pneumoniae,P02649,J10_PNEUMOBACT,Contamination mixture,,0.0430984111794428,0.0153061224489796,0.00867328871579782,,,-0.00139668955896493,0.749318967767982,39.7425346376594,0.163269470649179,19.4817333827588,TRUE,0,0.19
APOE,Bacterial pneumoniae,P02649,J10_PNEUMOBACT,MR-PRESSO (Outlier-corrected),,0.0475116700482563,0.0164759929640654,0.00697352631601795,,0.19,-0.00139668955896493,0.749318967767982,39.7425346376594,0.163269470649179,19.4817333827588,TRUE,0,0.19
APOE,Bacterial pneumoniae,P02649,J10_PNEUMOBACT,Weighted median,33,0.0444983111238593,0.0207726766488485,0.032180941666342,,,-0.00139668955896493,0.749318967767982,39.7425346376594,0.163269470649179,19.4817333827588,TRUE,0,0.19
ARF6,Bacterial pneumoniae,P62330,J10_PNEUMOBACT,Inverse variance weighted (multiplicative random effects),6,0.247828784504381,0.109865524274454,0.0240865043918233,0.362997379291286,,-0.00504018475438135,0.879669047941768,6.96887056658424,0.222965757956615,28.2523623845876,TRUE,2.20359269878492e-39,0.271
ARF6,Bacterial pneumoniae,P62330,J10_PNEUMOBACT,Contamination mixture,,0.401173500940265,0.122448979591837,0.0129467079064754,,,-0.00504018475438135,0.879669047941768,6.96887056658424,0.222965757956615,28.2523623845876,TRUE,2.20359269878492e-39,0.271
ARF6,Bacterial pneumoniae,P62330,J10_PNEUMOBACT,MR-PRESSO (Outlier-corrected),,0.247828784504381,0.109865524274454,0.073743720128717,,0.271,-0.00504018475438135,0.879669047941768,6.96887056658424,0.222965757956615,28.2523623845876,TRUE,2.20359269878492e-39,0.271
ARF6,Bacterial pneumoniae,P62330,J10_PNEUMOBACT,Weighted median,6,0.326247224350234,0.128738394600427,0.0112708421128891,,,-0.00504018475438135,0.879669047941768,6.96887056658424,0.222965757956615,28.2523623845876,TRUE,2.20359269878492e-39,0.271
ARHGAP45,Bacterial pneumoniae,Q92619,J10_PNEUMOBACT,Inverse variance weighted (multiplicative random effects),3,0.152494104908002,0.046628743431647,0.00107399883659628,0.0626484184863341,,-0.0198268872163696,0.761773051957804,0.504813875071571,0.776928512356954,0,TRUE,7.53436481551503e-43,
ARHGAP45,Bacterial pneumoniae,Q92619,J10_PNEUMOBACT,Contamination mixture,,0.149647628648259,0.147959183673469,0.137233042675874,,,-0.0198268872163696,0.761773051957804,0.504813875071571,0.776928512356954,0,TRUE,7.53436481551503e-43,
ARHGAP45,Bacterial pneumoniae,Q92619,J10_PNEUMOBACT,Weighted median,3,0.135460071831277,0.106066420944122,0.201558140010987,,,-0.0198268872163696,0.761773051957804,0.504813875071571,0.776928512356954,0,TRUE,7.53436481551503e-43,
ARL2BP,Bacterial pneumoniae,Q9Y2Y0,J10_PNEUMOBACT,Inverse variance weighted (multiplicative random effects),8,0.144222726608884,0.0517063820439678,0.00528280564581964,0.153826959134196,,-0.0110903691470006,0.265896824516377,5.60223036639637,0.586883304610275,0,TRUE,2.2046581267305e-285,0.628
