Genus,K1,K2,K3,K4,K5,K6,M1,M2,M3,M4,M5,M6,Y1,Y2,Y3,Y4,Y5,Y6,Z1,Z2,Z3,Z4,Z5,Z6
Unclassified,0.497307234778847,0.510447485207101,0.587581611232017,0.571035543058281,0.600367274569402,0.236811017502409,0.448963478144004,0.416166403370195,0.431422002990871,0.43316516050341,0.430053786472464,0.433869767203101,0.298336225100539,0.296824447882965,0.224263353052733,0.23539875481767,0.259034486754247,0.266798504554181,0.427215803862774,0.393938808249096,0.518423492378345,0.473985541233362,0.527251230024028,0.459507070707071
Akkermansia,0.000108143181572402,0.000138683431952663,7.70371511661499e-05,0.000141605809884086,0.000158308004052685,0,0.000571178980613513,0.00363349131121643,0.000647278084056871,0.00080390308809669,0.00235613308582036,0.00195066861733528,0.364914121239021,0.421209030806021,0.426986328511987,0.325822709753928,0.269072000695239,0.389277826695729,0.00218714172325602,0.00713195075281702,0.00142299648562989,0.00190842781129207,0.00184344686423332,0.00138989898989899
Clostridium,0.13401103060452,0.121070636094675,0.0310074533443753,0.0251046871523072,0.0273714539007092,0.0346162215935586,0.127137721331855,0.134755134281201,0.136955114612861,0.131562898486445,0.143081536484364,0.148584481917815,0.0167184494747744,0.0201680967787312,0.00922754677460443,0.00919063148532464,0.0129777958024942,0.00792470805606478,0.0480112884734104,0.184019791646534,0.0797956059593368,0.134366256408598,0.113124070330676,0.0512
Lactobacillus,0.0322482967448902,0.0327524038461538,0.0232844789399688,0.0257520279974916,0.0224164133738602,0.440684552491684,0.0363538621778719,0.0216166403370195,0.0457335446287079,0.0484559516549315,0.0313437098386406,0.0294910294910295,0.00846010033759701,0.00506400337600225,0.00108975629086586,0.00991698784464868,0.0049390941614403,0.00330557039132757,0.0413969485845313,0.0132588569551016,0.00252258467907117,0.00287881483398295,0.00250454505002733,0.0147717171717172
Prevotella,0.0595652644100789,0.047915125739645,0.0298326367890915,0.0566018651508102,0.0392287234042553,0.121553144527,0.0481302288075799,0.0568983675618747,0.0530991228265964,0.0491212507623219,0.0571421771621686,0.0615743949077282,0,0,0,0,0,0,0.0125584266690184,0.0510253387193413,0.0166663073241198,0.0058223221361453,0.00222484966372987,0.0117010101010101
Bilophila,0,6.93417159763314e-05,0.00113629797970071,0.000424817429652257,0.000395770010131712,0.000404140889731713,0.000167993817827504,0.00110584518167457,0.000357118942927929,8.31623884237955e-05,0.000404588509686325,0.000154000154000154,0.0681650055817832,0.00945983963989309,0.104758130714144,0.152712718648088,0.0892513144363494,0.0359282301485341,0.0390687009436458,0,0.0208274940169466,0.0086849638530834,0.00713223235058545,0.0379151515151515
Bacteroides,0.0324429544717206,0.0294008875739645,0.0161585424570999,0.0244371169057108,0.0181737588652482,0.00466316411228899,0.0407385008231697,0.0424170616113744,0.0396848425328661,0.0425791428729833,0.0482412299490694,0.0479197145863813,5.38003201119047e-05,0,0,0.000237177586718055,0,0.00157339376705111,0.0342358232648382,0.0209513133226386,0.0544403958517496,0.0143293817017354,0.00628043276504316,0.0352484848484848
Acutalibacter,0.00162214772358603,0.0022189349112426,0.00697186218053656,0.00527987376853519,0.00571491894630193,0.000932632822457798,0.0019655276685818,0.00181674565560821,0.00180791464857264,0.00130287741863946,0.00133276214955495,0.00148866815533482,0.0206593229229714,0.033425938950626,0.0786605904497721,0.0855173436110288,0.11887139525789,0.081296822899375,0.00264573595555164,0.00291849475250778,0.00239322136219573,0.00394624055894293,0.00233927050357883,0.00336161616161616
Ruminococcus,0.0204823185898129,0.0279909393491124,0.0199141035764497,0.0395484797604839,0.029366134751773,0.024994559641869,0.0160602089843094,0.0121379673512375,0.0248644064013571,0.0173254975882907,0.0143509924318149,0.0147840147840148,0.0220984814859648,0.0118511745674497,0.0109824789832715,0.03658464275126,0.0267087672542402,0.0198045527375608,0.00615574565658347,0.0195210576161116,0.0102843836915979,0.0134722064983584,0.00837814816227418,0.00673939393939394
Eubacterium,0.0251541040337407,0.0245007396449704,0.0503052597114959,0.038112192260231,0.0307909067882472,0.0104143998507787,0.0160770083660921,0.0192206424433913,0.0220074548579336,0.0187392581914953,0.0199914322433243,0.0204306870973538,0.00345667056718987,0.00381558587705725,0.0119590138413202,0.00254965905721909,0.0123694616242523,0.00604818337976529,0.015151247905459,0.0288177197085371,0.0136262693775468,0.0164804062687002,0.016247759258553,0.0170343434343434
