Genus,K1,K2,K3,K4,K5,K6,M1,M2,M3,M4,M5,M6,Y1,Y2,Y3,Y4,Y5,Y6,Z1,Z2,Z3,Z4,Z5,Z6
Unclassified,0.448028125955365,0.44954128440367,0.578947368421053,0.558238420652999,0.584784355746049,0.173130699088146,0.476749692205701,0.416100543478261,0.421600432549338,0.446226109491416,0.452827677977379,0.446638594453318,0.195633921074727,0.171273122959739,0.126964686670749,0.142630430470145,0.147568357336673,0.183282208588957,0.494652833200319,0.309676519799219,0.467516374579572,0.331549067315491,0.311694362478646,0.500381737669873
Clostridium,0.191684500152858,0.188249823570924,0.0408538829591461,0.0274867122247532,0.0318778462362711,0.0280851063829787,0.195946585850933,0.224354619565217,0.226277372262774,0.215419501133787,0.221157684630739,0.229708145781908,0.00503778337531486,0.00565832426550598,0.00469483568075117,0.00297560007934934,0.00459194322688374,0.00613496932515337,0.0678371907422187,0.319297267150028,0.144627367675695,0.30786699107867,0.31293679142724,0.0784852649259429
Akkermansia,0,0,0,0,0,0,0.00028411781418695,0.00169836956521739,0,0.000161969549724652,0.000798403193612774,0.000726005517641934,0.400839630562552,0.458106637649619,0.526638089406001,0.385836143622297,0.34042997286579,0.456863496932515,0.00175578611332801,0.00446179587283882,0.000885112409275978,0.00129764801297648,0.00217425066004038,0.00152695067949305
Prevotella,0.121369611739529,0.105681016231475,0.0642252484357747,0.105391040242976,0.0825073667291722,0.267355623100304,0.0743441613789185,0.0959578804347826,0.0821843741551771,0.0727243278263686,0.0823685961410512,0.0861042543923334,0,0,0,0,0,0,0.0221867517956903,0.0902119353039599,0.0366436537440255,0.0116788321167883,0.00543562665010095,0.0233623453962437
Lactobacillus,0.0331702843167227,0.0347565278757939,0.0283400809716599,0.0256643887623386,0.0235735333511921,0.364984802431611,0.0319159011270007,0.0173233695652174,0.0391997837253312,0.0382248137350178,0.0238190286094478,0.0227965732539567,0.0134340890008396,0.011316648531012,0.00347009593794652,0.017853600476096,0.00981006053016072,0.00747699386503068,0.0528332003192338,0.0139431121026213,0.00354044963710391,0.00454176804541768,0.00388259046435782,0.0207665292411055
Acutalibacter,0.00137572607765209,0.00229357798165138,0.00699300699300699,0.00577069096431283,0.00736672917224752,0.00425531914893617,0.00151529500899706,0.000509510869565217,0.00148688834820222,0.00178166504697117,0,0.000580804414113547,0.0167926112510495,0.0343852013057671,0.119820371504389,0.125371950009919,0.17992068461699,0.109087423312883,0.00175578611332801,0.00223089793641941,0.000708089927420782,0.00227088402270884,0.00108712533002019,0.00259581615513819
Bacteroides,0.0246102109446652,0.0224064925899788,0.0334928229665072,0.0372057706909643,0.0309402625234396,0.00814589665653495,0.030211194241879,0.0329483695652174,0.032441200324412,0.0348234531908001,0.0357950765136394,0.0347030637432844,0,0,0,0,0,0,0.0446927374301676,0.0204963747908533,0.0623119136130289,0.0209245742092457,0.00621214474297251,0.0584822110245839
Anaeromassilibacillus,0,0,0,0,0,0,0,0,0,0,0,0,0.164231738035264,0.206093579978237,0.0255154113084303,0.0622892283277128,0.0434147359632645,0.00690184049079755,0,0,0,0,0,0
Ruminococcus,0.0123815346988688,0.020818630910374,0.0242914979757085,0.0502657555049355,0.0388427538173051,0.0229787234042553,0.0118382422577896,0.0101902173913043,0.0201405785347391,0.0131195335276968,0.0107784431137725,0.0130680993175548,0.0218303946263644,0,0.00204123290467442,0.0638762150366991,0.0680442496347318,0.049079754601227,0.000478850758180367,0.0156162855549359,0.00495662949194548,0.008110300081103,0.00683335921726976,0.000610780271797221
Pseudoflavonifractor,0.00229287679608682,0.00335215243472124,0.0393816709606183,0.0218678815489749,0.0289311545673721,0.00303951367781155,0.0142058907093475,0.0197010869565217,0.0129764801297648,0.00599287333981212,0.0129075182967399,0.0105996805575722,0.00419815281276238,0,0,0.00158698670898631,0.0292214568983511,0.00766871165644172,0.0162809257781325,0.0363915225878416,0.0192954505222163,0.0280616382806164,0.0169280944246001,0.0268743319590777
Bilophila,0,0,0,0,0,0,0,0,0,0,0.000665335994677312,0,0.0411418975650714,0.00674646354733406,0.0755256174729537,0.0946240825233089,0.0594865372573575,0.0216641104294479,0.0204309656823623,0,0.00849707912904939,0.00389294403892944,0.0048144121758037,0.0189341884257139
Eubacterium,0.0148272699480281,0.0178193366266761,0.0292602134707398,0.0253606681852696,0.0196892579694616,0.00778115501519757,0.0222558954446444,0.0185122282608696,0.0283860502838605,0.0276967930029155,0.0275449101796407,0.0310730361550748,0.00453400503778338,0.00348204570184984,0.00857317819963258,0.000793493354493156,0.00208724692131079,0.000958588957055215,0.00814046288906624,0.0231455660903514,0.00849707912904939,0.00794809407948094,0.00978412797018171,0.00794014353336387
Subdoligranulum,0,0,0.000552079499447921,0,0,0,0,0,0,0,0,0,0.0723761544920235,0.0517954298150163,0.0459277403551745,0.0456258678833565,0.0482154038822793,0.0897239263803681,0,0,0,0,0,0
Phascolarctobacterium,0.0256802201161724,0.0232886379675371,0.00239234449760766,0.00349278663629461,0.00401821591213501,0.0143465045592705,0.0250970735865139,0.0283627717391304,0.017977831846445,0.0212180110139294,0.0272787757817698,0.0251197909104109,0,0,0,0,0,0,0.0213886671987231,0.0217512548800892,0.0116834838024429,0.0288726682887267,0.0265569187762075,0.0186287982898152
Romboutsia,0.00183430143686946,0.00247000705716302,0.00496871549503128,0.00577069096431283,0.00401821591213501,0.0222492401215805,0.00473529690311583,0.00118885869565217,0.00473100838064342,0.00550696469063816,0.00239520958083832,0.00246841875998258,0.0117548278757347,0.015233949945593,0.0169422331087977,0.00654632017456854,0.0162805259862242,0.031058282208589,0.0207501995211492,0.0143614054656999,0.00955921402018056,0.0175182481751825,0.0209659885075322,0.0155748969308291
Parabacteroides,0.0175787221033323,0.0225829216654905,0.00294442399705558,0.00212604403948368,0.00308063219930351,0.00121580547112462,0.011080594753291,0.0183423913043478,0.0141930251419303,0.014415289925494,0.016101131071191,0.0159721213881226,0,0,0,0,0,0,0.0201117318435754,0.0121305075292805,0.0177022481855196,0.0154095701540957,0.00807578816586427,0.027027027027027
Roseburia,0.00244573524915928,0.0015878616796048,0.000552079499447921,0,0,0.00547112462006079,0.000473529690311583,0.00220788043478261,0.0016220600162206,0,0.00119760479041916,0.000726005517641934,0,0,0,0,0,0.000575153374233129,0.0159616919393456,0.00808700501952036,0.0237210125685962,0.0400648824006488,0.0726820934927784,0.0222934799205986
Mycoplasma,0.0224701926016509,0.0217007762879323,0.00110415899889584,0.000455580865603645,0.000401821591213501,0,0.0193200113647126,0.0137567934782609,0.0201405785347391,0.0184645286686103,0.0166333998669328,0.0181501379410484,0,0,0,0,0,0,0.00239425379090184,0.02356385945343,0.00371747211895911,0.00859691808596918,0.00621214474297251,0.00244312108718888
