Genus,K1,K2,K3,K4,K5,K6,M1,M2,M3,M4,M5,M6,Y1,Y2,Y3,Y4,Y5,Y6,Z1,Z2,Z3,Z4,Z5,Z6
Unclassified,0.480536700868193,0.49112034602663,0.567804807622898,0.543347601079775,0.578431721405781,0.16705118961788,0.432722454243224,0.38768757909962,0.4184433726925,0.40817753275807,0.426637426395676,0.42359890828878,0.291668755744965,0.281309719568019,0.156079517275583,0.166824558207324,0.208879847785604,0.213525015984655,0.367518152492334,0.380892008150328,0.467234431711011,0.402381207001034,0.418501813903324,0.417558628983764
Akkermansia,7.89265982636148e-05,0.000118734628106183,2.88746119974013e-05,0.000134226186037494,8.30279092386341e-05,0,0.000627048259053749,0.00296510576749232,0.000515549642441377,0.00033956535634388,0.00176132341006026,0.00170112535985344,0.291075457508147,0.33547397893427,0.387316085303356,0.254290398979778,0.238371386932232,0.338285246163683,0.00155022854472295,0.00635423741604407,0.000914520876796891,0.00178234056963605,0.00171585449553878,0.00125731153993331
Clostridium,0.0914127861089187,0.0872529895683148,0.0357323323467841,0.0320949724836319,0.0334365251633871,0.0214211327405271,0.0821551530352685,0.0871451817031278,0.0853484117744886,0.0793983700862896,0.0863739185992299,0.0905335177776947,0.0175148324559204,0.015721523487845,0.0148578277401223,0.0133813080706868,0.0240365152619221,0.0171635230179028,0.0443410958747962,0.119643800467889,0.0638449887113829,0.0942145225109614,0.0938131189332287,0.0526758869512928
Lactobacillus,0.0520599842146803,0.0530234924942753,0.0387064173825164,0.0429225514906564,0.036330640856848,0.566161980293199,0.0572033647646203,0.0314590489965648,0.0771328787626809,0.0778403643336529,0.0477284108373193,0.0489961491008337,0.011807470543996,0.0080440869294698,0.00208712183832038,0.0149389688467845,0.00807626912800583,0.00561460997442455,0.0566859305360827,0.0241642140215833,0.00460118316138436,0.00464596775151796,0.00452985586822237,0.0216148253430274
Phascolarctobacterium,0.0585319652722968,0.0535662793656178,0.00587598354147116,0.00926160683658708,0.00799440154669134,0.0229271809661139,0.073045206630148,0.0708009401554873,0.0546316314651588,0.0652764461489294,0.0803474296765727,0.0790369013347291,0,0,0,0,0,0,0.0350967183029557,0.057127763942344,0.0224914978137235,0.0528761035658694,0.041170703010099,0.0332914229486689
Prevotella,0.0677032359905288,0.0529217199558986,0.0344907240308958,0.0608939463990097,0.0447164596899501,0.0917567892333574,0.0501283674266176,0.0571144458506599,0.0604357226010311,0.0523529881751358,0.0615772478458324,0.064848394212435,2.50689395838556e-05,0,0,0.000154855164875205,0,0.000959079283887468,0.0101448779764958,0.0653233718209946,0.0182046812037381,0.00634513242790432,0.00243161094224924,0.0109878095446346
Bilophila,7.89265982636148e-05,6.78483589178187e-05,0,0,0,2.40326844508532e-05,0.000141973190729151,0.00133791357801483,0.000182936969898553,9.98721636305529e-05,0.000535304173645767,0.000299098964369836,0.0747388652126682,0.010843962490556,0.136231195238882,0.166860994716706,0.108169378997652,0.0429287883631714,0.0451048114078583,3.01864010263376e-05,0.025892372324312,0.0115376846207773,0.0103343465045593,0.046662657847264
Acutalibacter,0.00290449881610103,0.0029174794334662,0.00437450371760629,0.00246081341068739,0.0037955615651947,0.000472642794200112,0.00192846917407096,0.000958235400470078,0.00121403625478131,0.000619207414509428,0.00120875135984528,0.00117770217220623,0.0127350213085986,0.0388093862495,0.135270292610349,0.12405720531973,0.148793619949802,0.0999140824808184,0.00177820333071162,0.00199230246773828,0.00127175559429568,0.00595301750258439,0.00391214824982841,0.00237249221013502
Ruminococcus,0.0211207576953433,0.0249173098125689,0.0224355735219808,0.0502155075986935,0.0346463604122929,0.0150925258351358,0.0103877051216829,0.00956427409148436,0.0160319308165641,0.0123641738574624,0.00946279635993162,0.0103189142707593,0.010996908164118,0.00724412248344518,0.00759423045131427,0.0444434323191838,0.020929479394381,0.0126078964194373,0.00419473606219152,0.0135687872613388,0.00938812837586808,0.0182036383512162,0.0184822041376606,0.00542283933745148
Subdoligranulum,0.00279400157853197,0.0027308964464422,0.00200678553381939,0.00259503959672488,0.00228919806900805,0.00060882800608828,0.00207044236480011,0.00235038871813415,0.00224513553966406,0.00159795461808885,0.00126055498955293,0.00153288219239541,0.0491434778975516,0.0530420870183547,0.0446148123656803,0.0358261978502459,0.0614929965185005,0.114839753836317,0.00191498820230483,0.00332050411289714,0.00181475236489383,0.00142587245570884,0.000764780860868713,0.00241622478543705
Escherichia,0.000189423835832676,0.000101772538376728,0,0,0,0.000344468477128895,0.0277320965890941,0.0120773820285663,0.0265092300016631,0.0336768935762224,0.0291999792785481,0.0275918794631174,0,0,0,0,0,0,0.0579511905983198,0.0351520639951702,0.0150753050784487,0.0257013510141518,0.028306696734974,0.0430765866724977
Eubacterium,0.0156274664561957,0.0166228479348656,0.0363675738107269,0.0270689475175613,0.0222158962862802,0.00577585516302171,0.0124108230895733,0.0156029651057675,0.015666056876767,0.014261744966443,0.0162663397282036,0.017590757842001,0.00498036266399265,0.00252211012843874,0.00645767895519921,0.00492803789396976,0.0105760667152457,0.00769261508951407,0.00845786456017964,0.0203154478907252,0.010888514189363,0.00988604902624794,0.0117266398666536,0.00884491335483518
Bacteroides,0.0180268350434096,0.0161818336018998,0.00825813903125677,0.011588194061237,0.00903818097711988,0.00190659296643435,0.0219821823645635,0.0201229434098716,0.0220688508232164,0.0233501118568233,0.0242786344563209,0.0244887277077803,0,0,0,0,0,0,0.0223187315482908,0.0115462983925741,0.0351518962018805,0.00939887593721408,0.00261790371605059,0.0267315366533647
Oscillibacter,0.00541436464088398,0.00478330930370622,0.0275463798455208,0.0222964609028948,0.0279922665433109,0.0037971641432348,0.011192219869148,0.00907611643464111,0.00908032596041909,0.00681128155960371,0.00816770561724025,0.00577634874939245,0.0181666248851007,0.0173992267010355,0.00500082658290627,0.00695937329203862,0.012772245162335,0.0196711157289003,0.007625756591321,0.022081352350766,0.007058958017776,0.014734015375658,0.00751054024904402,0.0125949816869841
Roseburia,0.013843725335438,0.0151980323975914,0.0149859236266513,0.0115583660198953,0.0131184096597042,0.00591204037490988,0.00453131100410539,0.00746700415838004,0.00588724430400798,0.00393496324704378,0.00417882612975082,0.00450517815082065,0.00266566390908331,0.00175547753433181,0.00233509671020003,0.000892694479868829,0.00512104283054004,0.00355658567774936,0.0261031129957027,0.0159233265413931,0.0265353948158098,0.02729357525636,0.0346896754583783,0.0351609905428306
Blautia,0.00614048934490923,0.0067339496225935,0.0171948314444525,0.0116180221025786,0.0119678800602545,0.0110069694784907,0.00851839144374904,0.0157656843247152,0.00858140695160486,0.0102069351230425,0.00894476006285507,0.00871125733727147,0.00325896214590123,0.00171103506510822,0.0029240370309142,0.0029969028967025,0.00635576066715246,0.00542479219948849,0.0165965644199751,0.00627877141347823,0.0116458517904604,0.0313691940255944,0.0395725071085401,0.0187722079483956
Ligilactobacillus,0.00236779794790845,0.00166228479348656,0.00391250992564787,0.00250555547269989,0.0038311449548684,0.00120964511735961,0.0123989919903458,0.0799855360694269,0.0138533178114086,0.0160594439117929,0.0193918253872321,0.0193479642576738,0.000100275758335422,0,0,4.55456367280015e-05,8.09651040401587e-05,0,0.0448882353611691,0.015379971322919,0.00284358835129033,0.00411126558062715,0.00419648985194627,0.0224129448422894
Paenibacillus,0.00704025256511444,0.00603850394368586,0.00258427777376741,0.0014615740257416,0.00190964191248858,0.000704958743891693,0.00625865149131006,0.0050262158741638,0.00532180276068518,0.00577261105784596,0.00531850598331923,0.00512206976483344,0.0435363917439626,0.0503866494822452,0.0138452636799471,0.0190471852796502,0.0240769978139422,0.0148457480818414,0.00393256505830455,0.00170553165798808,0.00833071361207168,0.00576290117515655,0.00540249044023924,0.00487618214617613
Faecalibaculum,0,0.000135696717835637,8.66238359922038e-05,2.98280413416653e-05,3.55833896737003e-05,0.000168228791155972,0.00282763271535558,0.0136322545651781,0.00317645102278397,0.00413470757430489,0.00303914627618242,0.00297229595842524,0,0,0,0.000127527782838404,0,0,0.0247352642797707,0.0193947626594219,0.0427967191563545,0.0424315878278021,0.0510148053730758,0.0152626687804078
Romboutsia,0.00209944751381215,0.00298532779238402,0.00388363531365047,0.00542870352418308,0.00474445195649338,0.0161259312665225,0.00621132709440034,0.000849755921171578,0.00610344254116082,0.00904841802492809,0.00328089654815147,0.00284144016151344,0.00757917606751901,0.00992178125416648,0.0112621920978674,0.00555656768081618,0.0100396729009797,0.0224084878516624,0.0170411152526531,0.0171609689834729,0.00997399331256609,0.0143300181798738,0.0149720560839298,0.0120045919204067
