Genus,K1,K2,K3,K4,K5,K6,M1,M2,M3,M4,M5,M6,Y1,Y2,Y3,Y4,Y5,Y6,Z1,Z2,Z3,Z4,Z5,Z6
Unclassified,0.718359853121175,0.721344313376363,0.621355090457609,0.636090953072085,0.64378230465187,0.563226851170322,0.532769230769231,0.461971830985915,0.564653641207815,0.527926322043969,0.522805167413657,0.520815870354848,0.292475837774365,0.18666118871542,0.296924708377519,0.183362676056338,0.258375048132461,0.263388697034479,0.577115839243499,0.468166911681556,0.780717488789238,0.699491129143171,0.739344115807345,0.576898622394913
Anaerotruncus,0.000611995104039168,0.000890273759180948,0.00113515431003902,0.000774068698597,0.000912131346913956,0.00618283527160312,0.00969230769230769,0.0103286384976526,0.00603907637655417,0.0077243018419489,0.00922752438702874,0.0100586756077117,0.412519194291392,0.41358531909066,0.185843054082715,0.198591549295775,0.195465922217944,0.331524420325604,0.00264775413711584,0.0229560104037091,0.00493273542600897,0.00178792463210012,0.000714860155482084,0.00289650300247262
Acutalibacter,0,0,0.00865555161404753,0.0034833091436865,0.00826999087868653,0.00206094509053437,0.00169230769230769,0.00187793427230047,0.00159857904085258,0.00089126559714795,0.00316372264698128,0.00195585359038838,0.07497064402493,0.223911257189811,0.354984093319194,0.434507042253521,0.350741239892183,0.2501233349778,0.000472813238770686,0.0033925138527649,0,0.000206298996011553,0.000446787597176302,0.000777110561638997
Oscillibacter,0.0160342717258262,0.0263743601157356,0.0954239091876552,0.079729075955491,0.0924901185770751,0.0350360665390844,0.0972307692307692,0.0713615023474178,0.0664298401420959,0.0849673202614379,0.0632744529396256,0.0611902766135792,0.0245686929816638,0.0375239660367023,0.0589872746553552,0.0592429577464789,0.0997785906815556,0.068903140930768,0.0595744680851064,0.137509894832071,0.0164798206278027,0.0589327465273002,0.0306049504065767,0.0826563051925115
Clostridium,0.0876376988984088,0.0753394168706877,0.0531394111387017,0.0536042573778423,0.0570994223168136,0.206094509053437,0.032,0.153990610328639,0.0470692717584369,0.0326797385620915,0.0709201160031637,0.0746018440905281,0.0126456507993858,0.00328677074774034,0.00112672322375398,0.0216549295774648,0.00101078167115903,0.00082223318533136,0.0344208037825059,0.111726789551057,0.0147982062780269,0.0331453720258561,0.0315432043606469,0.0366654892264218
Eubacterium,0.0685434516523868,0.0675495214778544,0.102163887903512,0.0957910014513788,0.0634843417452113,0.0448991609009274,0.0369230769230769,0.0288732394366197,0.0671403197158082,0.0502079619726679,0.0350645926707092,0.0340877340039117,0.00948423809953934,0.000821692686935086,0.0200821845174973,0.0028169014084507,0.0138621486330381,0.00926382722139999,0.015886524822695,0.0839081759583852,0.0119955156950673,0.0040572135882272,0.00554016620498615,0.0163899682091134
Roseburia,0.0184822521419829,0.0153572223458714,0.0346222064561901,0.0284470246734398,0.0325934934630587,0.0603562490799352,0.0164615384615385,0.0582159624413146,0.0255772646536412,0.0225787284610814,0.0226733456366992,0.0335289186923722,0,0,0,0,0,0,0.108841607565012,0.0680764446454823,0.064237668161435,0.0372025856140833,0.0414172102582432,0.119251148004239
Escherichia,0,0,0,0,0,0.000294420727219196,0.0833846153846154,0.0234741784037559,0.0579040852575488,0.10873440285205,0.0872660163459003,0.0815870354847723,0,0,0,0,0,0,0.0830260047281324,0.0434241773153907,0.0214125560538117,0.0245495805253748,0.020909659547851,0.0484634404803956
Desulfovibrio,0.0150550795593635,0.010794569330069,0.0233416105001774,0.00986937590711176,0.0144724840377014,0.0111879876343295,0.0703076923076923,0.0849765258215962,0.041740674955595,0.0632798573975045,0.083838650145004,0.0720871751886002,0,0,0,0,0,0,0.0247754137115839,0.00746353047608278,0.0274663677130045,0.0347269976619447,0.0316772406397998,0.0182267749911692
Ruminococcus,0.0121175030599755,0.0123525484086357,0.00752039730400851,0.00561199806482825,0.00462146549103071,0.00618283527160312,0.00876923076923077,0.00774647887323944,0.00923623445825933,0.0023767082590612,0.00580015818613235,0.0061469684269349,0.0239364104416945,0.00191728293618187,0.0143822905620361,0.00924295774647887,0.0142953407778206,0.0029600394671929,0.028274231678487,0.0021485921067511,0.0160313901345291,0.0133406684087471,0.0101420784559021,0.0228894383610032
